Price,Condition,Brand,Model,Edition,Operating System,RAM,Memory,No. of Camera,Screen Size,Network,SIM Support,Dual SIM,URL
"Rs 111,000",Used,Apple,iPhone 14,128GB,iOS,,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-colombo-5956
"Rs 172,000",Used,Apple,iPhone 14 Pro,256GB,iOS,,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-colombo-3249
"Rs 95,000",Used,Apple,iPhone 12 Pro,256GB,iOS,16 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10472
"Rs 92,000",Used,Apple,iPhone 13,128GB,iOS,,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11552
"Rs 176,000",Used,Apple,iPhone 14 Pro Max,256GB,iOS,,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-colombo-5063
"Rs 225,000",Used,Apple,iPhone 15 Pro Max,256GB,iOS,,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-colombo-5846
"Rs 128,000",Used,Apple,iPhone 13 Pro,256GB,iOS,,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-colombo-4839
"Rs 93,000",Used,Apple,iPhone 12 Pro,12 Pro 256GB,iOS,6 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10470
"Rs 39,000",Used,Apple,iPhone XS,Apple,iOS,,256 GB,,,VoLTE,,,https://ikman.lk/en/ad/apple-iphone-xs-i-phone-used-for-sale-ampara-54
"Rs 190,000",Used,Apple,iPhone 15 Pro,128GB,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-colombo-1515
"Rs 32,000",Used,Apple,iPhone SE 3,128GB 5G,iOS,4 GB,128 GB,Dual,Below 4 inches,5G,Dual VoLTE,,https://ikman.lk/en/ad/apple-iphone-se-3-128gb-5g-used-for-sale-kalutara
"Rs 94,990",Used,Apple,iPhone 12 Pro,Apple,iOS,4 GB,,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-kurunegala-1268
"Rs 284,990",Used,Apple,iPhone 16 Pro Max,256GB,iOS,8 GB,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-kurunegala-80
"Rs 244,990",Used,Apple,iPhone 15 Pro Max,256GB,iOS,8 GB,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-kurunegala-223
"Rs 78,990",Used,Apple,iPhone 12,128GB,iOS,4 GB,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-kurunegala-688
"Rs 48,000",Used,Apple,iPhone XR,Red,iOS,,64 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-xr-product-red-used-for-sale-kandy
"Rs 214,990",Used,Apple,iPhone 15 Pro,256GB,iOS,6 GB,256 GB,Triple,,5G,,,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-kurunegala-120
"Rs 113,000",Used,Apple,iPhone 12 Pro Max,Apple,iOS,6 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-gampaha-1937
"Rs 85,990",Used,Apple,iPhone 12,128GB,iOS,4 GB,128 GB,Dual,Above 6 inches,5G,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-polonnaruwa-100
"Rs 188,500",Used,Apple,iPhone 14 Pro Max,256GB,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-kandy-612
"Rs 113,000",Used,Apple,iPhone 12 Pro Max,Apple,iOS,6 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-puttalam-434
"Rs 113,000",Used,Apple,iPhone 12 Pro Max,256GB,iOS,6 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-kurunegala-641
"Rs 98,500",Used,Apple,iPhone 12 Pro,12 Pro 256GB,iOS,6 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-kurunegala-854
"Rs 80,000",Used,Apple,iPhone 12,12 128GB,iOS,6 GB,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-puttalam-188
"Rs 126,500",Used,Apple,iPhone 12 Pro Max,256GB,iOS,6 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-puttalam-320
"Rs 166,000",Used,Apple,iPhone 14 Pro Max,512GB 5G,iOS,6 GB,,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-512gb-5g-used-for-sale-colombo-2
"Rs 100,000",Used,Apple,iPhone 13,128GB,iOS,4 GB,128 GB,,,VoLTE,Dual VoLTE,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-galle-385
"Rs 85,000",Used,Apple,iPhone 12 Pro Max,,iOS,,256 GB,Dual,,VoLTE,Dual VoLTE,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-gampaha-1936
"Rs 233,000",Used,Apple,iPhone 15 Pro Max,,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-ampara-279
"Rs 152,000",Used,Apple,iPhone 13 Pro Max,,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-ampara-448
"Rs 212,000",Used,Apple,iPhone 15 Pro,256GB,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-matale-4
"Rs 279,500",Used,Apple,iPhone 16 Pro Max,256GB,iOS,16 GB,256 GB,,Above 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-gampaha-326
"Rs 25,000",Used,Apple,iPhone 8,Apple,iOS,,64 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-8-64gb-used-for-sale-gampaha-7481
"Rs 245,000",Used,Apple,iPhone 16 Pro,256GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-16-pro-256gb-used-for-sale-kandy-54
"Rs 185,000",Used,Apple,iPhone 14 Pro Max,,iOS,,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-colombo-2373
"Rs 207,500",Used,Apple,iPhone 15 Pro Max,256GB ESIM,iOS,,256 GB,Triple,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-esim-used-for-sale-colombo
"Rs 200,000",Used,Apple,iPhone 16 Plus,128GB,iOS,8 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-16-plus-128-used-for-sale-colombo-3
"Rs 36,900",Used,Apple,iPhone XS,Apple,iOS,4 GB,64 GB,Dual,5.1 to 6 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-xs-64gb-used-for-sale-galle-400
"Rs 125,000",Used,Apple,iPhone 13 Pro Max,,iOS,12 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-galle-288
"Rs 16,000",Used,Apple,iPhone 6S,Apple,iOS,,64 GB,,4 to 5 inches,VoLTE,Single SIM,,https://ikman.lk/en/ad/apple-iphone-6s-ios-1586-used-for-sale-gampaha
"Rs 119,000",Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1679
"Rs 119,000",Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1665
"Rs 117,500",Used,Apple,iPhone 12 Pro Max,Apple,iOS,,256 GB,Triple,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-gampaha-1923
"Rs 92,499",Used,Apple,iPhone 13,128GB,iOS,,128 GB,Quad,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11373
"Rs 119,000",Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1665
"Rs 119,000",Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1678
"Rs 119,000",Used,Apple,iPhone 14,Apple,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1677
"Rs 119,000",Used,Apple,iPhone 14,128GB,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-colombo-5954
"Rs 119,000",Used,Apple,iPhone 14,128GB,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-colombo-5955
"Rs 105,000",Used,Apple,iPhone 12 Pro,Apple,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3985
"Rs 105,000",Used,Apple,iPhone 12 Pro,Apple,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3988
"Rs 105,000",Used,Apple,iPhone 12 Pro,256GB,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10466
"Rs 228,000",Used,Apple,iPhone 15 Pro Max,256GB,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-colombo-5784
"Rs 73,000",Used,Apple,iPhone 12,128GB,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9638
"Rs 94,000",Used,Apple,iPhone 13,128GB,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11420
"Rs 97,000",Used,Apple,iPhone 12 Pro,256GB,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10346
"Rs 174,000",Used,Apple,iPhone 14 Pro,256GB,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-colombo-3204
"Rs 188,000",Used,Apple,iPhone 14 Pro Max,256GB,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-colombo-5029
"Rs 275,000",Used,Apple,iPhone 16 Pro Max,256GB,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-colombo-2351
"Rs 135,000",Used,Apple,iPhone 15,iPhone 15,iOS,,128 GB,,,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-galle-97
"Rs 35,000",Used,Apple,iPhone XS,Apple,iOS,,64 GB,,,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-puttalam-612
"Rs 42,000",Used,Apple,iPhone 11,iPhone 11,iOS,4 GB,128 GB,Dual,4 to 5 inches,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-kalutara-1419
"Rs 120,000",Used,Apple,iPhone 13,iPhone 13,iOS,16 GB,128 GB,Dual,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-13-i-phone-used-for-sale-colombo-182
"Rs 75,000",Used,Apple,iPhone 12 Pro,Apple,iOS,,128 GB,,,5G,,,https://ikman.lk/en/ad/apple-iphone-12-pro-12pro25-used-for-sale-anuradhapura
"Rs 89,800",Used,Apple,iPhone 11 Pro,Apple iphone 11 Pro,iOS,4 GB,256 GB,Triple,5.1 to 6 inches,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-11pro-used-for-sale-kalutara-16
"Rs 35,000",Used,Apple,iPhone 7,,iOS,2 GB,128 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-used-for-sale-puttalam-2348
"Rs 320,000",Used,Apple,iPhone 16 Pro Max,Apple,iOS,8 GB,256 GB,,,4G,,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-no-error-used-for-sale-vavuniya
"Rs 165,000",Used,Apple,iPhone 14 Pro Max,,iOS,6 GB,128 GB,,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-ampara-363
"Rs 182,990",Brand New,Apple,iPhone 15,6GB |128GB,iOS,6 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-6gb-128gb-brand-new-for-sale-colombo
"Rs 163,900",Used,Apple,iPhone 15,Iphone 15,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-anuradhapura-136
"Rs 225,000",Used,Apple,iPhone 15 Pro,Apple,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-used-for-sale-gampaha-357
"Rs 155,000",Used,Apple,iPhone 15 Plus,128GB,iOS,6 GB,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-plus-128gb-used-for-sale-kandy-67
"Rs 63,000",Used,Apple,iPhone 11 Pro,Apple,iOS,4 GB,256 GB,Triple,4 to 5 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-0754929984-used-for-sale-batticaloa-1
"Rs 155,000",Used,Apple,iPhone 14 Pro,iPhone 14 Pro 256GB,iOS,,256 GB,,,5G,,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-anuradhapura-107
"Rs 31,000",Used,Apple,iPhone 11,,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-gampaha-4084
"Rs 105,000",Used,Apple,iPhone 13 Pro,512GB,iOS,4 GB,,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-512gb-used-for-sale-kandy-30
"Rs 90,000",Used,Apple,iPhone 12 Pro Max,Apple,iOS,6 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-batticaloa-613
"Rs 62,500",Used,Apple,iPhone 13 mini,128GB,iOS,4 GB,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-mini-mini-128gb-used-for-sale-badulla
"Rs 70,000",Used,Apple,iPhone 11,Apple,iOS,,128 GB,,4 to 5 inches,,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8201
"Rs 158,000",Used,Apple,iPhone 13 Pro Max,512GB,iOS,,128 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-512gb-used-for-sale-gampaha-479
"Rs 65,000",Used,Apple,iPhone 12,128GB,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-kegalle-238
"Rs 65,500",Used,Apple,iPhone 11,Apple,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-11-i-phone-used-for-sale-polonnaruwa-29
"Rs 24,000",Used,Apple,iPhone 7,,iOS,3 GB,128 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-used-for-sale-gampaha-10987
"Rs 23,500",Used,Apple,iPhone 7 Plus,Apple,iOS,3 GB,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-7-plus-used-for-sale-colombo-11968
"Rs 140,000",Used,Apple,iPhone 13 Pro Max,256GB,iOS,,256 GB,Triple,Above 6 inches,5G,,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-ratnapura-194
"Rs 70,000",Used,Apple,iPhone 11 Pro,,iOS,,256 GB,Triple,,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-gampaha-2125
"Rs 135,000",Used,Apple,iPhone 16e,,iOS,8 GB,128 GB,,Above 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-16e-brand-new-for-sale-puttalam-1
"Rs 145,000",Used,Apple,iPhone 13 Pro,Apple,iOS,,128 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-colombo-1997
"Rs 85,000",Used,Apple,iPhone 12,,iOS,4 GB,128 GB,Dual,4 to 5 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-jaffna-366
"Rs 40,000",Used,Apple,iPhone SE 2,,iOS,3 GB,64 GB,,4 to 5 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-se-2-used-for-sale-galle-533
"Rs 170,000",Used,Apple,iPhone 15,,iOS,6 GB,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-colombo-1208
"Rs 35,000",Used,Apple,iPhone SE 2,,iOS,,64 GB,,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-se-2-used-for-sale-kalutara-638
"Rs 13,000",Used,Apple,iPhone 6S,iPhone 6s,iOS,2 GB,64 GB,Quad,4 to 5 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-6s-used-for-sale-kandy-6536
"Rs 135,000",Used,Apple,iPhone 12 Pro Max,Apple,iOS,,256 GB,Triple,Above 6 inches,5G,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-colombo-3874
"Rs 102,000",Used,Apple,iPhone 12 Pro Max,5G 256GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-5g-256gb-used-for-sale-matara
"Rs 379,999",Brand New,Apple,iPhone 16 Pro Max,256GB,iOS,8 GB,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-brand-new-for-sale-vavuniya-7
"Rs 117,500",Used,Apple,iPhone 12 Pro Max,Apple,iOS,,256 GB,Triple,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-gampaha-1922
"Rs 135,000",Used,Apple,iPhone 12 Pro Max,Apple,iOS,,256 GB,Triple,Above 6 inches,5G,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-colombo-3874
"Rs 102,000",Used,Apple,iPhone 12 Pro Max,5G 256GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-5g-256gb-used-for-sale-matara
"Rs 56,000",Used,Apple,iPhone XS Max,256GB,iOS,4 GB,256 GB,Dual,Above 6 inches,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-xs-max-i-phone-256-used-for-sale-kurunegala-1
"Rs 57,000",Used,Apple,iPhone 11,128GB,iOS,4 GB,128 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-11-11-128-used-for-sale-ratnapura
"Rs 138,000",Used,Apple,iPhone 13 Pro Max,,iOS,,,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-gampaha-1780
"Rs 126,000",Used,Apple,iPhone 14,,iOS,6 GB,256 GB,Dual,5.1 to 6 inches,5G,Dual VoLTE,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-gampaha-540
"Rs 250,000",Used,Apple,iPhone 15 Pro Max,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-jaffna-187
"Rs 70,000",Used,Apple,iPhone 11 Pro Max,Apple,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-uae-used-for-sale-kurunegala
"Rs 120,000",Used,Apple,iPhone 14,128,iOS,6 GB,128 GB,Quad,,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-14-128-used-for-sale-colombo-158
"Rs 60,000",Used,Apple,iPhone 11 Pro,,iOS,,,Triple,5.1 to 6 inches,,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-gampaha-2124
"Rs 92,500",Used,Apple,iPhone 11 Pro Max,,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-kandy-1143
"Rs 30,000",Used,Apple,iPhone 8 Plus,Apple,iOS,,64 GB,,,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-8-plus-used-for-sale-puttalam-659
"Rs 53,000",Used,Apple,iPhone XS,,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-kurunegala-1590
"Rs 133,000",Used,Apple,iPhone 13 Pro,256GB,iOS,,256 GB,Triple,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-gampaha-3343
"Rs 45,000",Used,Apple,iPhone 7 Plus,32GB,iOS,,32 GB,Quad,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-plus-i-phone-7-32gb-used-for-sale-kalutara
"Rs 56,500",Used,Other brand,Other model,Umioo 17 Pro Max,iOS,,,,,,,,https://ikman.lk/en/ad/umioo-17-pro-max-brand-new-for-sale-colombo
"Rs 459,000",Brand New,Apple,iPhone 17 Pro Max,256GB XA Regionð¦ðº,iOS,12 GB,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-256gb-xa-region-brand-new-for-sale-colombo-1
"Rs 65,000",Used,Apple,iPhone 11,128GB,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-kandy-2268
"Rs 25,500",Used,Apple,iPhone 8,,iOS,6 GB,64 GB,Dual,5.1 to 6 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-8-used-for-sale-galle-853
"Rs 260,000",Used,Apple,iPhone 16 Pro,Apple,iOS,,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-i-phon-256gb-used-for-sale-matara
"Rs 119,000",Used,Apple,iPhone 14,iPhone 14 128GB,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-kandy-422
"Rs 182,990",Brand New,Apple,iPhone 15,6GB |128GB,iOS,6 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-6gb-128gb-brand-new-for-sale-colombo
"Rs 105,000",Used,Apple,iPhone 12 Pro,512GB,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-512gb-used-for-sale-polonnaruwa
"Rs 260,000",Used,Apple,iPhone 16 Pro,Apple,iOS,,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-i-phon-256gb-used-for-sale-matara
"Rs 119,000",Used,Apple,iPhone 14,iPhone 14 128GB,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-kandy-422
"Rs 239,000",Used,Apple,iPhone 15 Pro Max,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-kandy-383
"Rs 50,000",Used,Apple,iPhone XS,iPhone Xs 256GB,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-256gb-used-for-sale-kandy-2118
"Rs 23,500",Used,Apple,iPhone 7 Plus,,iOS,,128 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-plus-used-for-sale-kandy-6084
"Rs 35,000",Used,Apple,iPhone X,,iOS,4 GB,128 GB,Dual,Below 4 inches,VoLTE,Single SIM,,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-batticaloa-611
"Rs 149,000",Used,Apple,iPhone 15,iPhone 15 128GB,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-kandy-295
"Rs 84,500",Used,Apple,iPhone 13 Pro Max,,iOS,,256 GB,Triple,,5G,,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-batticaloa-464
"Rs 133,700",Used,Apple,iPhone 15,128GB,iOS,6 GB,128 GB,Dual,4 to 5 inches,VoLTE,Single SIM,,https://ikman.lk/en/ad/apple-iphone-15-128-used-for-sale-puttalam
"Rs 99,990",Used,Apple,iPhone 13,128GB,iOS,4 GB,128 GB,Dual,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-kurunegala-613
"Rs 20,000",Used,Apple,iPhone 7 Plus,,iOS,,128 GB,Dual,,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-plus-used-for-sale-kalutara-3242
"Rs 200,000",Used,Apple,iPhone 14 Pro Max,,iOS,,256 GB,Triple,,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-kilinochchi-6
"Rs 82,500",Used,Apple,iPhone 11 Pro Max,256GB,iOS,4 GB,256 GB,Triple,Above 6 inches,VoLTE,Dual VoLTE,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-256gb-used-for-sale-kandy-1063
"Rs 165,000",Used,Apple,iPhone 15,,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-colombo-1207
"Rs 168,000",Used,Apple,iPhone 13 Pro Max,,iOS,,256 GB,Triple,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-kilinochchi-105
"Rs 52,000",Used,Apple,iPhone 12,128GB,iOS,,128 GB,,Above 6 inches,5G,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-storage-used-for-sale-colombo-8
"Rs 172,000",Used,Apple,iPhone 16,128 Gb,iOS,8 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-16-128-gb-used-for-sale-matara-1
"Rs 85,000",Used,Apple,iPhone 12,,iOS,,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-kalutara-519
"Rs 92,500",Used,Apple,iPhone 12 Pro Max,,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-gampaha-1935
"Rs 87,500",Used,Apple,iPhone 12 Pro,Blue,iOS,4 GB,128 GB,Triple,5.1 to 6 inches,5G,,,https://ikman.lk/en/ad/apple-iphone-12-pro-blue-used-for-sale-puttalam-1
"Rs 25,000",Used,Apple,iPhone SE 2,128GB,iOS,,128 GB,,Below 4 inches,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-se-2-128gb-used-for-sale-hambantota-86
"Rs 35,000",Used,Apple,iPhone X,iPhone x,iOS,4 GB,256 GB,Dual,Above 6 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-colombo-9409
