Condition,Brand,Model,Edition,Operating System,RAM,Memory,No. of Camera,Screen Size,Network,SIM Support,URL
Used,Apple,iPhone 13,128GB,iOS,,128 GB,Dual,,4G,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11540
Used,Apple,iPhone 12 Pro Max,256GB,iOS,,256 GB,Triple,,4G,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-colombo-7851
Used,Apple,iPhone 12 Pro,256GB,iOS,,256 GB,Triple,,4G,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10454
Used,Apple,iPhone SE 2,64GB,iOS,,,,,,Single SIM,https://ikman.lk/en/ad/apple-iphone-se-2-64gb-used-for-sale-colombo-2087
Used,Apple,iPhone 12 Pro Max,256GB,iOS,,,Triple,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-gampaha-5751
Used,Apple,iPhone 12,Apple,iOS,,128 GB,Dual,,4G,,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-colombo-3796
Used,Apple,iPhone SE 2,64,iOS,3 GB,64 GB,,,,,https://ikman.lk/en/ad/apple-iphone-se-2-64-used-for-sale-colombo-16
Used,Apple,iPhone 14,,iOS,6 GB,128 GB,Dual,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1668
Used,Apple,iPhone 15 Pro Max,256GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-colombo-5838
Used,Apple,iPhone 14,,iOS,6 GB,128 GB,Dual,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-gampaha-539
Used,Apple,iPhone 12,128GB,iOS,4 GB,128 GB,Dual,,VoLTE,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-galle-406
Used,Apple,iPhone 16 Pro,256GB,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-256gb-used-for-sale-kurunegala-47
Used,Apple,iPhone 12 Pro,256GB,iOS,,256 GB,Triple,,4G,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10454
Used,Apple,iPhone SE 2,64GB,iOS,,,,,,Single SIM,https://ikman.lk/en/ad/apple-iphone-se-2-64gb-used-for-sale-colombo-2087
Used,Apple,iPhone 12 Pro Max,256GB,iOS,,,Triple,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-gampaha-5751
Used,Apple,iPhone 12,Apple,iOS,,128 GB,Dual,,4G,,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-colombo-3796
Used,Apple,iPhone SE 2,64,iOS,3 GB,64 GB,,,,,https://ikman.lk/en/ad/apple-iphone-se-2-64-used-for-sale-colombo-16
Used,Apple,iPhone 14,,iOS,6 GB,128 GB,Dual,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1668
Used,Apple,iPhone 15 Pro Max,256GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-colombo-5838
Used,Apple,iPhone 14,,iOS,6 GB,128 GB,Dual,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-gampaha-539
Used,Apple,iPhone X,256GB,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-x-256gb-used-for-sale-colombo-10780
Used,Apple,iPhone 11 Pro,256GB,iOS,,256 GB,Triple,,4G,,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-colombo-11490
Used,Apple,iPhone 14 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-colombo-1544
Used,Apple,iPhone 11,128GB,iOS,,128 GB,Dual,,4G,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19050
Used,Apple,iPhone 16 Plus,128GB,iOS,,128 GB,Dual,,VoLTE,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-plus-128gb-used-for-sale-colombo-193
Used,Apple,iPhone 14 Pro,128GB,iOS,,128 GB,Triple,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-128gb-used-for-sale-colombo-2812
Used,Apple,iPhone 11,128GB,iOS,,128 GB,Dual,,,Dual SIM,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19018
Used,Apple,iPhone 14 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-gampaha-774
Used,Apple,iPhone 14 Pro Max,,iOS,12 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-colombo-2533
Used,Apple,iPhone 15 Pro Max,256GB,iOS,12 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-gampaha-1164
Used,Apple,iPhone 14 Pro Max,,iOS,12 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-gampaha-1243
Used,Apple,iPhone 15,,iOS,8 GB,128 GB,Dual,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-colombo-1206
Used,Apple,iPhone 15,,iOS,8 GB,128 GB,Dual,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-gampaha-363
Used,Apple,iPhone 15 Pro Max,256GB,iOS,12 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-colombo-5841
Used,Apple,iPhone 15 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-used-for-sale-colombo-1089
Used,Apple,iPhone 13,128GB,iOS,6 GB,256 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11549
Used,Apple,iPhone 15 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-used-for-sale-gampaha-356
Used,Apple,iPhone 12,128GB,iOS,4 GB,128 GB,Dual,,VoLTE,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-galle-406
Used,Apple,iPhone 16 Pro,256GB,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-256gb-used-for-sale-kurunegala-47
Used,Apple,iPhone 13,128GB,iOS,6 GB,256 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11549
Used,Apple,iPhone 15 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-used-for-sale-gampaha-356
Used,Apple,iPhone SE 2,Apple,iOS,,64 GB,,,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-se-2-i-phone-used-for-sale-polonnaruwa
Used,Apple,iPhone 16,128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-16-128gb-used-for-sale-colombo-1053
Used,Apple,iPhone 12 Pro,256GB Fullset Box,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-fullset-box-used-for-sale-colombo-203
Used,Apple,iPhone 14,128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-colombo-5943
Used,Apple,iPhone 13 Pro,128GB,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-colombo-3314
Used,Apple,iPhone 13,,iOS,4 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-galle-419
Used,Apple,iPhone 14 Pro Max,256GB,iOS,,256 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-kurunegala-324
Used,Apple,iPhone 11,,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-gampaha-4082
Used,Apple,iPhone 14 Pro,,iOS,,256 GB,,,,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-matale-37
Used,Apple,iPhone 8,Apple,iOS,,64 GB,Quad,,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-8-used-for-sale-ratnapura-811
Used,Apple,iPhone 13,128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11538
Used,Apple,iPhone 8 Plus,256GB,iOS,,256 GB,Dual,5.1 to 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-8-plus-256gb-used-for-sale-gampaha-3858
Used,Apple,iPhone 11 Pro,Apple,iOS,,256 GB,Triple,5.1 to 6 inches,,,https://ikman.lk/en/ad/apple-iphone-11-pro-mobile-phone-used-for-sale-kandy
Brand New,Apple,iPhone 17 Pro Max,Apple,iOS,,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-17-pro-max-sim-version-hk-brand-new-for-sale-colombo
Used,Apple,iPhone 11,Apple,iOS,,128 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-gampaha-4080
Used,Apple,iPhone 16 Pro Max,256GB Fullset box,iOS,,,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-fullset-box-used-for-sale-gampaha
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-ratnapura-144
Used,Apple,iPhone 12,128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9718
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-colombo-2161
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-gampaha-1011
Used,Apple,iPhone 11,128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19048
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-gampaha-1010
Used,Apple,iPhone 16 Pro Max,256GB,iOS,8 GB,256 GB,Triple,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-gampaha-325
Used,Apple,iPhone 14 Pro,Apple,iOS,,,Triple,,5G,,,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-kurunegala-500
Used,Apple,iPhone 14 Pro,128GB,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-pro-128gb-used-for-sale-matara-58
Used,Apple,iPhone 11,Apple,iOS,,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-gampaha-4080
Used,Apple,iPhone 16 Pro Max,256GB Fullset box,iOS,,,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-fullset-box-used-for-sale-gampaha
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-ratnapura-144
Used,Apple,iPhone 12,128GB,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9718
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-colombo-2161
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-gampaha-1011
Used,Apple,iPhone 11,128GB,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19048
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-gampaha-1010
Used,Apple,iPhone 16 Pro Max,256GB,iOS,8 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-gampaha-325
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-colombo-2160
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-badulla-281
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-gampaha-1009
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-kandy-2517
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-colombo-4565
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-gampaha-2845
Used,Apple,iPhone 13,256GB,iOS,6 GB,256 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-256gb-used-for-sale-colombo-1749
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-colombo-4564
Used,Apple,iPhone 14,128GB,iOS,,128 GB,Dual,,VoLTE,Dual VoLTE,,https://ikman.lk/en/ad/apple-iphone-14-128-gb-used-for-sale-kandy-120
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-gampaha-2844
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-colombo-4563
Used,Apple,iPhone 12,128GB,iOS,4 GB,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-gampaha-6945
Used,Apple,iPhone 8,iPhone 8 256GB,iOS,,256 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-8-256gb-used-for-sale-matara-6
Used,Apple,iPhone 15,128GB,iOS,,128 GB,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-gampaha-618
Used,Apple,iPhone 12 Pro,128GB,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-polonnaruwa-63
Brand New,Apple,iPhone 17 Pro Max,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-brand-new-for-sale-kandy-36
Used,Apple,iPhone 13 Pro,128GB,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-colombo-3314
Used,Apple,iPhone 13,,iOS,4 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-galle-419
Used,Apple,iPhone 14 Pro Max,256GB,iOS,,256 GB,,,5G,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-kurunegala-324
Used,Apple,iPhone 11,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-gampaha-4082
Used,Apple,iPhone 14 Pro,,iOS,,256 GB,,,,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-matale-37
Used,Apple,iPhone 8,Apple,iOS,,64 GB,Quad,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-8-used-for-sale-ratnapura-811
Used,Apple,iPhone 13,128GB,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11538
Used,Apple,iPhone 8 Plus,256GB,iOS,,256 GB,Dual,5.1 to 6 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-8-plus-256gb-used-for-sale-gampaha-3858
Used,Apple,iPhone 11 Pro,Apple,iOS,,256 GB,Triple,5.1 to 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-mobile-phone-used-for-sale-kandy
Brand New,Apple,iPhone 17 Pro Max,Apple,iOS,,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-sim-version-hk-brand-new-for-sale-colombo
Used,Apple,iPhone 11,Apple,iOS,,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-gampaha-4080
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-ratnapura-144
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-colombo-2161
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-gampaha-1011
Used,Apple,iPhone 11,128GB,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19048
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-gampaha-1010
Used,Apple,iPhone 16 Pro Max,256GB,iOS,8 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-gampaha-325
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-colombo-2160
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-badulla-281
Used,Apple,iPhone 13 Pro,,iOS,8 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-gampaha-1009
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-kandy-2517
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-colombo-4565
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-gampaha-2845
Used,Apple,iPhone 14 Pro,128GB,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-pro-128gb-used-for-sale-matara-58
Used,Apple,iPhone 15 Plus,128GB,iOS,,,Dual,,5G,,,https://ikman.lk/en/ad/apple-iphone-15-plus-128gb-used-for-sale-kurunegala-7
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-colombo-4565
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-gampaha-2845
Used,Apple,iPhone 13,256GB,iOS,6 GB,256 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-256gb-used-for-sale-colombo-1749
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-colombo-4564
Used,Apple,iPhone 14,128GB,iOS,,128 GB,Dual,,VoLTE,Dual VoLTE,,https://ikman.lk/en/ad/apple-iphone-14-128-gb-used-for-sale-kandy-120
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-gampaha-2844
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-colombo-4563
Used,Apple,iPhone XS,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-gampaha-2843
Used,Apple,iPhone 12,128GB,iOS,4 GB,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-gampaha-6945
Used,Apple,iPhone 8,iPhone 8 256GB,iOS,,256 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-8-256gb-used-for-sale-matara-6
Used,Apple,iPhone 15,128GB,iOS,,128 GB,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-gampaha-618
Used,Apple,iPhone 13,128GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11537
Used,Apple,iPhone 13 mini,256GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-mini-256gb-used-for-sale-colombo-302
Used,Apple,iPhone 13 mini,128GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-mini-128gb-used-for-sale-colombo-786
Used,Apple,iPhone 14,5G 128GB,iOS,4 GB,128 GB,Dual,5.1 to 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-5g-128gb-used-for-sale-gampaha-34
Used,Apple,iPhone 12,128GB,iOS,,,Dual,Above 6 inches,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-gampaha-6906
Used,Apple,iPhone 13 Pro,,iOS,4 GB,256 GB,Triple,,4G,,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-kandy-600
Used,Apple,iPhone 15 Pro Max,,iOS,,256 GB,Triple,,5G,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-batticaloa-292
Used,Apple,iPhone 12,128GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9717
Used,Apple,iPhone 13 Pro,128GB,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-128-gb-used-for-sale-trincomalee
Used,Apple,iPhone 12 Pro,128GB,iOS,,,Triple,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-colombo-5616
Used,Apple,iPhone 15 Pro,128GB,iOS,8 GB,128 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-gampaha-509
Used,Apple,iPhone 15 Pro,256GB,iOS,,256 GB,Quad,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-gampaha-586
Used,Apple,iPhone 12 mini,128GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-mini-128gb-used-for-sale-colombo-1622
Used,Apple,iPhone 14,256GB Full Box,iOS,,256 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-256gb-full-box-used-for-sale-polonnaruwa-1
Brand New,Apple,iPhone 13,Iphone 13,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-brand-new-for-sale-anuradhapura-1
Used,Apple,iPhone 15 Pro,256GB,iOS,,256 GB,Quad,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-gampaha-586
Used,Apple,iPhone 12 mini,128GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-mini-128gb-used-for-sale-colombo-1622
Used,Apple,iPhone 11 Pro,256GB,iOS,,,Triple,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-colombo-11487
Used,Apple,iPhone 12 Pro,12 pro,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3979
Used,Apple,iPhone 11,128GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19046
Used,Apple,iPhone XS,256GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-xs-256gb-used-for-sale-colombo-8802
Used,Apple,iPhone 12,,iOS,4 GB,64 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-colombo-3794
Used,Apple,iPhone 11 Pro,Apple,iOS,4 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-kandy-1469
Used,Apple,iPhone 14 Pro Max,256GB,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256-gb-used-for-sale-gampaha-128
Used,Apple,iPhone 12 Pro Max,256GB,iOS,6 GB,256 GB,Triple,Above 6 inches,VoLTE,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-xa-256gb-used-for-sale-gampaha
Used,Apple,iPhone 13 mini,128GB,iOS,6 GB,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-13-mini-128gb-used-for-sale-gampaha-253
Used,Apple,iPhone 13 Pro,512GB,iOS,6 GB,,,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-512gb-used-for-sale-gampaha-533
Used,Apple,iPhone 12 Pro,256GB,iOS,4 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-gampaha-8860
Used,Apple,iPhone 13 Pro,128GB GOLD,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-gold-used-for-sale-colombo-10
Used,Apple,iPhone 13,128GB,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11550
Used,Apple,iPhone XR,128GB RED FULLSET,iOS,4 GB,128 GB,Dual,Above 6 inches,4G,,,https://ikman.lk/en/ad/apple-iphone-xr-128gb-red-fullset-used-for-sale-colombo-1
Used,Apple,iPhone 12,128GB,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9725
Used,Apple,iPhone 14 Pro Max,256GB,iOS,6 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-gampaha-2171
Used,Apple,iPhone 15 Plus,256GB,iOS,6 GB,256 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-15-plus-256gb-used-for-sale-gampaha-21
